eval,tag,score,snr_gain_vs_edge_min,snr_gain_vs_edge_mean,snr_ratio_vs_direct_min,snr_ratio_vs_direct_mean,snr_ratio_vs_direct_median,snr_ratio_vs_direct_max,rms_log_ratio_vs_direct,gamma_vector
169,coord_w0.015_i13,-0.0018855611304269303,1.001451901803996,1.157839763839498,0.9160992885841667,0.9998011698269478,1.0009611680743984,1.0768808168140607,0.03760125083261868,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0.015,0.23,0.3,0.185,0.08"
170,coord_w0.015_i14,-0.0018864314308126883,1.001578042311589,1.15785214288684,0.9160992885841678,0.999833096036097,1.000687876709404,1.0768808168140598,0.03760817931955143,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.215,0.3,0.185,0.08"
171,coord_w0.015_i14,-0.0018831162532975613,1.0006788493272816,1.1577823117194341,0.9160992885841678,0.9997433061278611,1.0009481568668308,1.0768808168140591,0.037577323943497325,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.185,0.08"
172,coord_w0.015_i15,-0.0018831462594304904,1.0005429505010823,1.1577619478706387,0.9160992885841674,0.999716016145881,1.00094815686683,1.076880816814059,0.03757819213757991,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.285,0.185,0.08"
173,coord_w0.015_i15,-0.0018832204181594373,1.0008104605648631,1.1577852262215091,0.9160992885841674,0.9997558090950275,1.0009481568668306,1.0768808168140593,0.03757794108958836,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.315,0.185,0.08"
174,coord_w0.015_i16,-0.0018875971880415565,1.0005817449207883,1.1576447714180365,0.916099288584167,0.999635808059292,1.00094815686683,1.076880816814058,0.037619602501033064,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.17,0.08"
175,coord_w0.015_i16,-0.001879140385560847,1.000773816602496,1.157911974585782,0.9160992885841669,0.9998436547388119,1.0013000314472682,1.0768808168140585,0.03754013273125256,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.08"
176,coord_w0.015_i17,-0.0018787785496852587,1.0008047657748256,1.1577859535449009,0.9160992885841669,0.9997411792810673,1.0009481568668304,1.0768808168140591,0.03753716140107671,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
177,coord_w0.015_i17,-0.001879140385560847,1.000773816602496,1.157911974585782,0.9160992885841669,0.9998436547388119,1.0013000314472682,1.0768808168140585,0.03754013273125256,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.08"
178,coord_w0.015_i0,-0.0018789725307835638,1.0008047657748271,1.156953982322822,0.9160992885841676,0.9991000506307058,0.9998004301922936,1.0768808168140602,0.037544580062531085,"0.135,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
179,coord_w0.015_i0,-0.001883630271702984,1.0008047657748265,1.1585142141973013,0.916099288584168,1.0003022684438816,1.002014992964941,1.0768808168140596,0.03757969751813542,"0.165,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
180,coord_w0.015_i1,-0.001886991839700839,1.0008046179779948,1.1565918633655086,0.9160992885841678,0.9988610656985702,1.000718557220748,1.0768808168140596,0.03763129626626521,"0.15,0.135,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
181,coord_w0.015_i1,-0.001888675665595156,1.0008048953255277,1.1588626822720616,0.9160992885841667,1.0005347304647634,1.0015094144814534,1.0768808168140596,0.03762528974403811,"0.15,0.165,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
182,coord_w0.015_i2,-0.0018803395541648015,1.0007951778761865,1.157315689417646,0.9160992885841674,0.9993506313165937,1.0009481568668308,1.0768808168140596,0.037556235746001795,"0.15,0.15,0.26,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
183,coord_w0.015_i2,-0.0018808509821312662,1.000813495511695,1.1582222603972707,0.9160992885841672,1.00010351312908,1.0015094144814536,1.0768808168140598,0.037554882253154835,"0.15,0.15,0.29,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
184,coord_w0.015_i3,-0.0018795243183520431,1.000804765774825,1.157313598249124,0.9160992885841669,0.9993877838495491,1.0003005054684835,1.076880816814059,0.03754765216994554,"0.15,0.15,0.275,0.215,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
185,coord_w0.015_i3,-0.001880878742733299,1.000804765774827,1.158212249508693,0.9160992885841676,1.0000600253833152,1.0010956723697149,1.0768808168140598,0.037554390118296685,"0.15,0.15,0.275,0.245,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
186,coord_w0.015_i4,-0.0018811540803461543,1.0007860132675939,1.1572955930683193,0.9160992885841674,0.999372648882113,1.0007185572207489,1.076880816814059,0.037565049839865826,"0.15,0.15,0.275,0.23,0.215,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
187,coord_w0.015_i4,-0.0018793466515598597,1.0008048331515704,1.158228156583124,0.9160992885841681,1.0000730168079626,1.0015094144814536,1.076880816814061,0.03753895219371182,"0.15,0.15,0.275,0.23,0.245,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
188,coord_w0.015_i5,-inf,0.9991426592806153,1.1576059695427252,0.9160992885841678,0.9995595951854863,1.0009481568668304,1.07688081681406,0.037455938038305284,"0.15,0.15,0.275,0.23,0.23,0.055,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
189,coord_w0.015_i5,-0.0018878521551443231,1.0008125566494281,1.157954504236218,0.9160992885841676,0.999911231573266,1.0009481568668308,1.0768808168140585,0.03761973419841688,"0.15,0.15,0.275,0.23,0.23,0.085,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
190,coord_w0.015_i6,-0.0018814220421061883,1.0008047657748262,1.1569347979785756,0.9160992885841672,0.9990302844783672,1.0003005054684841,1.0768808168140596,0.037570891793423405,"0.15,0.15,0.275,0.23,0.23,0.07,0.135,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
191,coord_w0.015_i6,-0.001887003503939394,1.0008047657748265,1.1585412795742214,0.9160992885841672,1.000371955958829,1.0009515658249108,1.07688081681406,0.037610600255240864,"0.15,0.15,0.275,0.23,0.23,0.07,0.165,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
192,coord_w0.015_i7,-inf,0.9989117212494206,1.1575955944648235,0.916099288584167,0.9995499854520281,1.0009470568268406,1.0768808168140591,0.03751312025129911,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.02,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
193,coord_w0.015_i7,-0.0018822948986493683,1.0008203562572449,1.157966372693932,0.9160992885841669,0.9999223891805779,1.0009492094904857,1.0768808168140604,0.037568679092303055,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.05,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
194,coord_w0.015_i8,-0.001878986337254193,1.0007499543579783,1.1575580731899335,0.9160992885841672,0.9995481762759824,1.0009481568668306,1.0768808168140598,0.037540602890650164,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
195,coord_w0.015_i8,-0.0018792078172740435,1.0008203133354039,1.1579839923543664,0.9160992885841667,0.9999082262470571,1.0014563681148498,1.0768808168140602,0.03754034863568523,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.295,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
196,coord_w0.015_i9,-0.0018793560473701226,1.0008047657748256,1.157029261168663,0.9160992885841672,0.9991374998061626,0.9994750812313391,1.0768808168140596,0.037548351437288234,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.07,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
197,coord_w0.015_i9,-0.0018818774096424032,1.0008047657748265,1.158444795998937,0.9160992885841676,1.0002677367372261,1.0020007110840186,1.07688081681406,0.03756237651087712,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.1,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
198,coord_w0.015_i10,-0.0018780097862722783,1.0008047657748265,1.1574877558352203,0.9160992885841674,0.9994942406634998,1.0003005054684841,1.0768808168140602,0.037531043173488335,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.395,0,0.245,0.3,0.2,0.065"
199,coord_w0.015_i10,-0.0018787785496852587,1.0008047657748256,1.1577859535449009,0.9160992885841669,0.9997411792810673,1.0009481568668304,1.0768808168140591,0.03753716140107671,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.245,0.3,0.2,0.065"
200,coord_w0.015_i11,-0.0018782677066999376,1.0008047657748265,1.1574507213273988,0.9160992885841674,0.9994830808173241,1.0003005054684835,1.0768808168140591,0.03753403946519041,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.085,0.395,0,0.245,0.3,0.2,0.065"
201,coord_w0.015_i11,-0.0018790807286262609,1.0008047657748254,1.1575039819260986,0.9160992885841672,0.9994887869260738,1.0003005054684855,1.0768808168140591,0.037541164532676446,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.115,0.395,0,0.245,0.3,0.2,0.065"
202,coord_w0.015_i12,-0.00188009809525276,1.000786829621151,1.1576290625178942,0.9160992885841674,0.9995902718461485,1.0006552261147448,1.0768808168140598,0.0375523251495304,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.38,0,0.245,0.3,0.2,0.065"
203,coord_w0.015_i12,-0.0018764999394553644,1.0008061824521723,1.1573224824128359,0.916099288584168,0.9993802852689251,0.9997155941632715,1.0768808168140598,0.03751551173771114,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.245,0.3,0.2,0.065"
204,coord_w0.015_i13,-0.001877303167810867,1.000807525300213,1.1573327759407284,0.916099288584167,0.9993836755749775,0.9997155941632729,1.07688081681406,0.03752419353821761,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0.015,0.245,0.3,0.2,0.065"
205,coord_w0.015_i14,-0.0018782117033605808,1.0008462920740704,1.157360866877141,0.9160992885841672,0.9994281471158066,0.9997155941632732,1.0768808168140596,0.037531444180591254,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.23,0.3,0.2,0.065"
206,coord_w0.015_i14,-0.001874932886560719,1.000005995383575,1.1572809746050843,0.916099288584167,0.9993293577399923,0.9997155941632717,1.0768808168140591,0.03750095894615189,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.3,0.2,0.065"
207,coord_w0.015_i15,-inf,0.9998697313144731,1.1572568213705845,0.916099288584168,0.9992988633393084,0.9999143004728565,1.0768808168140593,0.037501588523237456,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.285,0.2,0.065"
208,coord_w0.015_i15,-0.0018750500438216632,1.0001379233179648,1.157287351522179,0.9160992885841678,0.9993447890644088,0.9994525362893242,1.07688081681406,0.03750170494730385,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.315,0.2,0.065"
209,coord_w0.015_i16,-inf,0.9999086501933323,1.1571421398444115,0.9160992885841672,0.999221209726719,0.9993357651003612,1.0768808168140591,0.03754261421537359,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.3,0.185,0.065"
210,coord_w0.015_i16,-0.001871078174388739,1.0000795580608153,1.1574116436160522,0.9160992885841678,0.9994300915314949,1.000299914455616,1.0768808168140596,0.03746467016196842,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.3,0.215,0.065"
211,coord_w0.015_i17,-0.0018706374329820622,1.0000612560361464,1.1572738520284234,0.9160992885841674,0.9993174813132581,0.9997546858958348,1.0768808168140596,0.03746125140286501,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.3,0.215,0.05"
212,coord_w0.015_i17,-0.001871078174388739,1.0000795580608153,1.1574116436160522,0.9160992885841678,0.9994300915314949,1.000299914455616,1.0768808168140596,0.03746467016196842,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.1,0.41,0,0.26,0.3,0.215,0.065"
